I
1100 Version - data cycle 1911, build 20250921, metadata AwyXP1100. FMS
ALERI  K 11 WOODZ  K 11 N 1 210   0 L454
ALEUT PA 11 HIMKI PA 11 N 1  75 175 T227
ALEUT PA 11 MORDI PA 11 N 1  25 175 T227
ALEXX K4 11 CESTA K4 11 N 1  31   0 V573
ALFOR K1 11 SHEDD K1 11 N 1  30   0 V23
ALGAE  K 11 DOLPH  K 11 N 1  40 450 A770
ALGAE  K 11 KEHLI  K 11 N 1  40 450 A770
ALGTR K7 11 STIKK K7 11 N 1  80   0 V189
ALIBY K2 11 OLIIN K2 11 N 2 250 450 J2
ALICA PH 11 EBBER  P 11 N 1 350   0 R577
ALICA PH 11 TANFO PH 11 N 1 350   0 R577
ALICE K7 11 BOYDD K7 11 N 1  20   0 V18-V417
ALIEN PA 11 HYLEE PA 11 N 1 100   0 T222-V480
ALIEN PA 11 RUFVY PA 11 N 1  30 175 T222
ALIEN PA 11 ZESKA PA 11 N 1 100   0 V480
ALING K3 11 DUEAS K3 11 N 1  35   0 V540
ALING K3 11 GENTS K5 11 N 1  35   0 V313
ALING K3 11 PAMPI K3 11 N 1  35   0 V540
ALIYA K4 11 KNAPP K4 11 N 1  20   0 V114
  ALJ PA  2 ATYOL PA 11 N 1  90   0 A1
  ALJ PA  2 EGGER PA 11 N 1  50   0 A1
  ALJ PA  2 HUMPY PA 11 N 2 180 450 J133
  ALJ PA  2 SHOPE PA 11 N 1  49   0 B25
ALKAL K1 11 CANEK K1 11 N 1  95   0 V253-V330-V4
ALKAL K1 11 TORIN K1 11 N 1  80   0 V330
ALKAL K1 11 YUWFE K1 11 N 1  80   0 V253-V4
ALLAN K2 11 BARGR K2 11 N 1 160   0 V361
ALLAN K2 11 RIDJE K2 11 N 1 160   0 V85
ALLAN K2 11 TOMSN K2 11 N 1 160   0 V85
ALLIS K2 11 PERKY K2 11 N 1  50   0 V16
ALLMO K4 11 KISER K4 11 N 1  23   0 V194-V571
ALLOE K5 11 ANTTI K5 11 N 1  27   0 V434
ALLOE K5 11 JAZZY K5 11 N 1  27   0 V434
ALLOE K5 11 WAVEL K5 11 N 1  25   0 V7
ALLOE K5 11 WENGS K5 11 N 1  25   0 V7
ALLOT K3 11 ARJEL K3 11 N 1  40   0 V263
ALLOT K3 11 LIVVA K3 11 N 1  40   0 V263
ALLYN K4 11 LOPEY K4 11 N 1  50   0 V66
ALMAS K3 11 DRAMA K3 11 N 1  30   0 V4
ALMAS K3 11 HEYDN K3 11 N 1  33   0 V307
ALMAS K3 11 LEGAL K3 11 N 1  50   0 V307
ALMAS K3 11 WEVAL K3 11 N 1  36   0 V4
ALMAY K3 11 FREED K3 11 N 1  46   0 V505
ALMAY K3 11 KASPR K3 11 N 1  34   0 V24-V398
ALMAY K3 11 PRAGS K3 11 N 1  50   0 V505
ALMAY K3 11 ZELET K3 11 N 1  34   0 V24-V398
ALMON K2 11 BASER K2 11 N 1  80   0 V105
ALMON K2 11 FOUTZ K2 11 N 1  80   0 V66
ALMON K2 11 PICAH K2 11 N 2 180 450 J92
ALMON K2 11 ZEKAP K2 11 N 1  80   0 V105-V66
ALMOT PA 11 GOYWI PA 11 N 1 100   0 V488
ALMOT PA 11 HERLA PA 11 N 1  30   0 T225-V488
ALOBI  K 11 BEXUM  K 11 N 1  55 600 M204
ALOBI  K 11 BOREX  K 11 N 1  55 600 L453
ALOBI  K 11 FLUPS  K 11 N 1  55 600 M204
ALOBI  K 11 JIMAC  K 11 N 1   0   0 M326
ALOBI  K 11 LEXIM  K 11 N 1   0   0 M326
ALOBI  K 11 LSIER  K 11 N 1  55 600 L453
ALOCK K3 11 ARTYS K3 11 N 1  30   0 V100
ALOCK K3 11 SEKDE K3 11 N 1  30   0 V100
ALOCK K3 11 SHODR K3 11 N 1  33   0 V13-V161
  ALO K3  3 ARTYS K3 11 N 1  30   0 V100
  ALO K3  3 CAPPR K3 11 N 2 180 450 J233
  ALO K3  3 DEWAR K3 11 N 1  29   0 V100
  ALO K3  3 FOYDE K3 11 N 1  30   0 V67
  ALO K3  3 LYERS K3 11 N 1  33   0 V67
  ALO K3  3 NEVIS K3 11 N 1  28   0 V77
  ALO K3  3 SEATS K3 11 N 1  30   0 V120
  ALO K3  3 ZEZDU K3 11 N 1  30   0 V77
ALONI CY 11 DERLO CY 11 N 2 180 450 Q951
ALONI CY 11 KATEK CY 11 N 2 180 450 Q951
ALOON K7 11 JEFER K7 11 N 1  23   0 V20-V222
ALPHE K5 11 DUNKS K5 11 N 2 180 450 J70
ALPHE K5 11 HASTE K5 11 N 2 180 450 J34
ALPOE K2 11 AUTIM K2 11 N 2 210 450 J154
  ALS K2  3 BINKE K2 11 N 2 230 450 J13-J44
  ALS K2  3 BLOKE K2 11 N 1 140   0 V210-V83
  ALS K2  3 ESPAN K2 11 N 2 180 450 J13
  ALS K2  3   GCK K3  3 N 2 190 450 J110
  ALS K2  3   HBU K2  3 N 2 180 450 J206
  ALS K2  3 HOMME K2 11 N 1 100   0 V484
  ALS K2  3   LAA K2  3 N 2 180 450 J102
  ALS K2  3 MASSA K2 11 N 1 116   0 V83
  ALS K2  3 MRKKO K2 11 N 1 100   0 V210
  ALS K2  3 RGINA K2 11 N 2 180 450 J102
  ALS K2  3 RODDS K2 11 N 1 130   0 V368
  ALS K2  3   RSK K2  3 N 2 180 450 J110-J44
ALTAM K2 11 HAIRE K2 11 N 1  45   0 V244-V28
ALTAM K2 11 OAKEY K2 11 N 1  50   0 V334-V392
ALTAM K2 11 RBLEW K2 11 N 1  44 175 T298
ALTAM K2 11 SALAD K2 11 N 1  50   0 T298-V244-V28-V392
ALTAM K2 11 SUNOL K2 11 N 1  50   0 V334
ALTEW PA 11 MERIE PA 11 N 1 120   0 V515
ALTEY PA 11 BUGPE PA 11 N 1  70   0 V453
ALTEY PA 11 EDUCE PA 11 N 1  70   0 V453
ALTON K1 11 LIBRE K1 11 N 1  96   0 V2
ALTTA K2 11 EXTRA K2 11 N 1  57   0 V459
ALTTA K2 11 SIBOC K2 11 N 1  57   0 V459
ALUGE K5 11 BADER K5 11 N 1  25   0 V586
ALUPE PA 11 NONDA PA 11 N 1 140   0 V427
ALUPE PA 11 RINGO PA 11 N 1 140   0 V427
ALUTE  K 11 LASEE  K 11 N 1  55   0 G446
ALUTE  K 11 MLSAP  K 11 N 1   0   0 M330
ALUTE  K 11 RENAH  K 11 N 1  55   0 G446
ALUTE  K 11 WITOB  K 11 N 1   0   0 M330
ALVIL K1 11 CRANY K1 11 N 1  85   0 V319
  ALW K1  3 ARTIN K1 11 N 1  80   0 V520
  ALW K1  3 BACUN K1 11 N 1  40   0 V357
  ALW K1  3 DATES K1 11 N 1  40   0 V444
  ALW K1  3 LYLES K1 11 N 1  32   0 V520
  ALW K1  3 RENGO K1 11 N 1  60   0 V536
  ALW K1  3 TOLGA K1 11 N 1  67   0 V357
  ALW K1  3 ZUTED K1 11 N 1  41   0 V536
AMALE K5 11 GLOOM K5 11 N 1  40   0 V214
AMAPO K7 11 LILLY K7 11 N 1  24   0 V70
AMAPO K7 11 LUMPP K7 11 N 1  24   0 V70
AMAPO K7 11 WILMS K7 11 N 1  30   0 V97
AMAPO K7 11 WIPPS K7 11 N 1  23   0 V97
AMARG K5 11 HIGMA K5 11 N 1  28   0 V128
AMARG K5 11 LOVEY K5 11 N 1  28   0 V128
AMATT  P 11 BENTS  P 11 N 1  55   0 B200
AMATT  P 11 TONYS  P 11 N 1  55   0 B200
AMBIS MY 11 DUNNO K7 11 N 1  70   0 A315
AMBIS MY 11 HODGY MY 11 N 1  70   0 A315
AMEER K2 11 BLEAR K2 11 N 1  55   0 V230
AMEER K2 11 ISESY K2 11 N 1  55   0 V230
AMEKE K1 11 IWANY K1 11 N 1  45   0 V23
AMENO  K 11 DUPOX  K 11 N 1   0   0 M593
AMENO  K 11 KOZIK  K 11 N 1   0   0 M594
AMERE K2 11 GUCRU K2 11 N 1 100   0 V208-V210
AMERY PH 11 ANDES PH 11 N 1  30   0 V20
AMERY PH 11 TYPHO PH 11 N 1  30   0 V20
AMFAL K1 11 TULIE K1 11 N 1  83 175 T331
  AMF PA  2   EAV PA  2 N 1  75   0 A5
  AMF PA  2 FARME PA 11 N 1  55   0 V401
  AMF PA  2 JELLE PA 11 N 1  50   0 V477
  AMF PA  2 KORKY PA 11 N 1  50 175 T233
  AMG K7  3 BAXLY K7 11 N 1 100   0 V157
  AMG K7  3 CIRSA K7 11 N 1  50   0 V51
  AMG K7  3 HABLE K7 11 N 1 100   0 V362
  AMG K7  3 HILRD K7 11 N 2 180 450 J45
  AMG K7  3 HOGNU K7 11 N 1  20   0 V157
  AMG K7  3 IYONU K7 11 N 1  30   0 V51
  AMG K7  3   MCN K7  3 N 2 180 450 J45
  AMG K7  3 NIYIB K7 11 N 1  50   0 V362
  AMG K7  3 SUESS K7 11 N 2 180 450 J85
  AMG K7  3 TWINS K7 11 N 2 180 450 J85
  AMG K7  3 UPTON K7 11 N 1  30   0 V578
  AMG K7  3 WABIT K7 11 N 1 100   0 V578
AMISH K6 11 SCAPE K6 11 N 1  50   0 V474
  AML K6  3 DOCCS K6 11 N 2 180 450 J213
  AML K6  3 GILBY K6 11 N 1  50   0 V4
  AML K6  3 GINYA K6 11 N 2 310 410 J149
  AML K6  3 JERES K6 11 N 2 180 230 J220-J227
AMMBR K3 11 DAYLE K3 11 N 1  40 175 T330
AMMBR K3 11 KEYEN K3 11 N 1  40 175 T330
AMOND PA 11 DRAPP PA 11 N 1 180 600 A342
AMOND PA 11 PINSO  P 11 N 1 180 600 A342
AMONT K2 11 KELEN K2 11 N 1  85   0 V197
AMONT K2 11 LOPES K2 11 N 1  85   0 V165-V459
AMONT K2 11 MINGI K2 11 N 1  85   0 V165-V197
AMONT K2 11 WRING K2 11 N 1  85   0 V459
AMORY K7 11 JOKKY K7 11 N 2 180 450 Q110
AMORY K7 11 SMELZ K7 11 N 2 180 450 Q110
AMOTT PA 11 BATTY PA 11 N 1 130 175 T227
AMOTT PA 11 BLUGA PA 11 N 1  70   0 T223-V462
AMOTT PA 11 GASTO PA 11 N 1  40   0 T223-V462
AMOTT PA 11 GASTO PA 11 N 2 210 450 J511
AMOTT PA 11 NONDA PA 11 N 2 180 450 J511-Q45
AMOTT PA 11 ZINAM PA 11 N 1  25 175 T271
AMPLE K1 11 BRUKK K1 11 N 1  50   0 V4
AMPLE K1 11 LACIB K1 11 N 1  40   0 V4
AMPLE K1 11 OZODU K1 11 N 1  40   0 V520
AMTRA K2 11 ITSME K2 11 N 1  48   0 V264
AMTRA K2 11 STABO K2 11 N 1  30   0 V264
AMUSE K4 11 BASIS K4 11 N 1  35   0 V163
AMUSE K4 11 FLIES K4 11 N 1  70   0 V306
AMUSE K4 11 FRUGG K4 11 N 1  35   0 V565
AMUSE K4 11 GOBBY K4 11 N 1  35   0 V163
ANABL K6 11 HOWIE K6 11 N 1  18   0 V1
ANABL K6 11 LEEAH K6 11 N 1  18   0 V1
ANADA  K 11 ANNER  K 11 N 1  60   0 G449
ANADA  K 11 LEEOO  K 11 N 1 210   0 L459
ANADA  K 11 RAFEE  K 11 N 1  55 600 L452
ANAHO K2 11 MYBAD K2 11 N 2 180 450 Q132
ANAHO K2 11 WEBGO K2 11 N 2 180 450 Q132
ANAJE K2 11 DUHJY K2 11 N 1  60   0 V494
ANAJE K2 11 YOBUN K2 11 N 1  60   0 V494
ANALE K1 11 SHONK K1 11 N 1  77   0 V611
ANCOR K6 11 RAZZR K6 11 N 1  50   0 V302
ANDDE K5 11 BITLR K5 11 N 1  34   0 V413-V510
ANDDE K5 11 WAGNR K3 11 N 1  34   0 V413-V510
ANDES PH 11 ROBYN PH 11 N 1  30   0 V20
ANDYS K7 11 AWRYT K7 11 N 1  24 175 T203
ANEEL K4 11 GECKE K4 11 N 1  52   0 V68
ANEEL K4 11 PIZON K4 11 N 1  50   0 V68
ANESE PA 11 EYOPA PA 11 N 1  40   0 G6
ANEVY PG 11 SNAPP PG 11 N 1  90   0 W21
ANEVY PG 11 WAKRI PG 11 N 1  90   0 W21
ANEWA K5 11 IDEAS K5 11 N 2 180 450 J43
ANEWA K5 11 MAYZE K5 11 N 2 180 450 J43
ANEYI K2 11 STACO K2 11 N 1 121   0 V200
ANGEE K7 11 CUKPO K7 11 N 1  30   0 V492
ANGEE K7 11 FORNL K7 11 N 1  20   0 BR62V
ANGEE K7 11 STOOP K7 11 N 1  30   0 V492
ANGIL K1 11 SKOTT K1 11 N 1  86   0 V231
ANGLL MY 11 BARTS MY 11 N 1 100 450 AR3-BR58V
ANGLL MY 11 NUCAR K7 11 N 1  80 450 AR3
ANGOO K1 11 LEARN K1 11 N 1 145   0 V448
ANGOO K1 11 OXNAS K1 11 N 1  85   0 V448
ANGSS  K 11 LYMIN  K 11 N 1  55   0 G446
ANGSS  K 11 PRRDO  K 11 N 1   0   0 G504
ANGSS  K 11 STRUD  K 11 N 1   0   0 G504
ANIAK PA 11 CABOT PA 11 N 1  40   0 T222-V480
ANIAK PA 11 JOANY PA 11 N 1  80   0 V480
ANIAK PA 11 ZIDMU PA 11 N 1  50 175 T222
ANIER K6 11 BILLS K6 11 N 1  50   0 V496
ANIER K6 11 GRUMP K6 11 N 1  50   0 V496
ANIMA K2 11 DARCE K2 11 N 1  90   0 T306-V16-V66
ANIMA K2 11 IZMIR K2 11 N 1 110   0 V66
ANIMA K2 11 NOCHI K2 11 N 1 107 175 T306
  ANI PA  2 DAVBE PA 11 N 1  40   0 G6
  ANI PA  2 EBSIH PA 11 N 1  60   0 V508
  ANI PA  2 JANVO PA 11 N 1  20   0 R39
  ANI PA  2 NUBDY PA 11 N 1  37   0 B3
  ANI PA  2   SMA PA  2 N 2 180 450 J179
  ANI PA  2   VTR PA  2 N 1  60   0 R39
ANIUM K2 11 PAROX K2 11 N 1 155   0 V244
ANIUM K2 11 PIGSE K2 11 N 1 105   0 V244
ANJJE  P 11 BISOX  P 11 N 1  55   0 B200
ANJJE  P 11 CARLS  P 11 N 1  55   0 B200
ANKEN K3 11 CINOR K3 11 N 1  33   0 V172
ANKEN K3 11 NEVAD K3 11 N 1  40   0 V13-V161
ANKEN K3 11 ZISTA K3 11 N 1  33   0 V172
ANKRR  K 11 CATFS  K 11 N 1  40 450 M575
ANKRR  K 11 KENGS  K 11 N 1  40 450 M575
ANKRR  K 11 RUMMM  K 11 N 1  40 450 L208
ANNAN K7 11 BEYLO K7 11 N 1  30   0 V155
ANNEI K6 11 TRUDE K6 11 N 1  40   0 V99
ANNEI K6 11 VAGUS K6 11 N 1  40   0 V99
ANNEM K1 11 FALDE K1 11 N 1 120   0 V536
ANNEM K1 11 HONVI K1 11 N 1 111   0 V113
ANNEM K1 11 LINGE K1 11 N 1 111   0 V113
ANNEM K1 11 URELE K1 11 N 1 120   0 V536
ANNER  K 11 RAFEE  K 11 N 1  90   0 A516
ANNGO  K 11 BERGH  K 11 N 1 210   0 L454-L455-L457-L459
ANNGO  K 11 WUZYU  K 11 N 1 210   0 L454-L455-L457-L459
  ANN PA  3 AGPAL CY 11 N 1   0   0 V309
  ANN PA  3 BOKMA CY 11 N 1   0   0 V317
  ANN PA  3 BOKMA CY 11 N 2 180 450 J523
  ANN PA  3 DWARF PA 11 N 1  60   0 V311-V318
  ANN PA  3 GESTI PA 11 N 2 180 450 J502
  ANN PA  3 GIRTS PA 11 N 1  70   0 T266-V317
  ANN PA  3 HANRY CY 11 N 2   0   0 J502
  ANN PA  3 TURTY PA 11 N 1  57 175 T269
  ANN PA  3 UDENE PA 11 N 2 180 450 J195
ANNYE K7 11 NELLO K7 11 N 1  60   0 V415
ANNYE K7 11 TALLE K7 11 N 1  50   0 V415
ANNYE K7 11 WOMAC K7 11 N 1  50   0 V463
ANPIY K4 11 JUDUN K4 11 N 1  60   0 V397
ANSYN K6 11 PUVIE K6 11 N 1  40   0 V104
ANTIG  K 11 EMAKO  K 11 N 1   0   0 M328
ANTIG  K 11 QRTET  K 11 N 1   0   0 M328
ANTIO K5 11 BURGS K6 11 N 1  50   0 V119
ANTNY K6 11 FLUKY K6 11 N 1  20   0 V286
ANTON K3 11 STONS K3 11 N 1  36   0 V532
ANTOV CY 11 KERVO CY 11 N 2 180 450 Q951
ANTOV CY 11 RABIK CY 11 N 2 180 450 Q951
ANTOX  K 11 JSTIN  K 11 N 1  55 600 L453
ANTOX  K 11 KARRN  K 11 N 1  55 600 L453
ANTOX  K 11 LENUS  K 11 N 1   0   0 R507
ANTOX  K 11 NOPIT  K 11 N 1   0   0 R507
ANTUH K7 11 JANES K7 11 N 1  23   0 V209
ANTUH K7 11 YARBO K7 11 N 1  23   0 V209
ANUGE K3 11 FLOSS K3 11 N 1  33   0 V10-V234-V502
  ANU TA  3 ELOPO TJ 11 N 1   0   0 B520
ANVER  K 11 KURTS  K 11 N 1   0   0 L462
ANVER  K 11 OVAPI  K 11 N 1   0   0 L462
  ANV PA  2 CUNAN PA 11 N 1  37   0 B3
  ANV PA  2   OSE PA  2 N 1  41   0 R50
  ANV PA  2 SABOC PA 11 N 1 100   0 V510
  ANV PA  2 SHMUK PA 11 N 1  46   0 B3
  ANV PA  2   SMA PA  2 N 1  40   0 G15
  ANV PA  2   VTR PA  2 N 1  90   0 G15
ANWEX PA 11 OOTKA PA 11 N 1  40   0 V506
  ANW K3  3 BOKKI K3 11 N 1  46 175 T281
  ANW K3  3 FESNT K3 11 N 1  45 175 T288
  ANW K3  3 GIYED K3 11 N 1  45   0 V100
  ANW K3  3 LKOTA K3 11 N 1  44 175 T281
  ANW K3  3 MARSS K3 11 N 1  75   0 V100
  ANW K3  3   VTN K3  2 N 1  47 175 T288
  ANX K3  3 DRADE K3 11 N 1  29   0 V424
  ANX K3  3 HODEN K3 11 N 1  30   0 V159
  ANX K3  3 INRAM K3 11 N 1  29   0 V13-V161
  ANX K3  3 LYMES K3 11 N 1  29   0 V13-V159-V161
  ANX K3  3 OCTAM K3 11 N 1  30   0 V12
  ANX K3  3 ROBDY K3 11 N 1  30   0 V10-V206
  ANX K3  3 WETZL K3 11 N 1  31   0 V10-V12
  ANY K3  3 CARON K4 11 N 1  30   0 V12
  ANY K3  3 DOREC K4 11 N 1  30   0 V516-V74
  ANY K3  3 SAFER K3 11 N 1  36   0 V74
  ANY K3  3 STACS K3 11 N 1  60   0 V516
  ANY K3  3 WYYNR K3 11 N 1  36   0 V12
APACK  P 11 AUNTI  P 11 N 1  55   0 R463
APACK  P 11 TOADS PH 11 N 1  50   0 R463
APALO K5 11 BUNKA K5 11 N 1  25 175 T325
APALO K5 11 DOWNS K5 11 N 1 100   0 V4
APALO K5 11 LAMBS K5 11 N 1 100   0 V4
APALO K5 11 LOONE K5 11 N 1  45 175 T325
APAYU K3 11 OMBIE K3 11 N 1  95   0 V6
   AP CY  2    WC CY  2 N 1  30   0 A16
APDON K1 11 TECUV K1 11 N 1  30   0 V495
  APE K5  3 CINAB K5 11 N 1  30   0 V144-V38
  APE K5  3 FABDO K5 11 N 1  30   0 V5
  APE K5  3 FAIRF K5 11 N 1  30   0 V45
  APE K5  3 GUNNE K5 11 N 1  40   0 V144
  APE K5  3 JORUV K5 11 N 1  40   0 V19
  APE K5  3 OHIOS K5 11 N 2 180 450 J186
  APE K5  3 OTMAN K5 11 N 2 200 390 J30
  APE K5  3 SPAYD K6 11 N 2 230 450 J83
  APE K5  3 TORRR K5 11 N 2 180 450 J178
  APE K5  3 TRAKK K5 11 N 2 180 450 J30
  APE K5  3 VADUY K5 11 N 1  30   0 V493
  APE K5  3 WAAHU K5 11 N 2 180 450 J83
APELE K7 11 CARYS K7 11 N 1  23   0 V154
APIAN K7 11 RAFFE K7 11 N 1  25   0 V18
APIDD  P 11 BIGBY  P 11 N 1  55   0 G575
APIDD  P 11 HILCO  P 11 N 1  55   0 G575
APLES K2 11 BASAL K2 11 N 1  79   0 V210-V394
APLES K2 11 EMMLN K2 11 N 1  90   0 V442
APLES K2 11 HESPE K2 11 N 1 118   0 V210-V394
APLES K2 11 IMSIJ K2 11 N 1  70   0 V386
APLES K2 11 SOGGI K2 11 N 1 110   0 V386
  APN K5  3 AILES K5 11 N 1  35   0 V45
  APN K5  3 RABBO K5 11 N 1  27   0 V78
  APN K5  3 RNAND K5 11 N 1  29   0 V45
  APN K5  3 SPARR K5 11 N 1  32   0 V420
  APN K5  3 ZABLE K5 11 N 1  30   0 V78
APOLO K7 11 MALET K7 11 N 1  40 450 AR15-AR6
APOLO K7 11 PETEE  K 11 N 1 240 450 AR15-AR6
APPIN K4 11 COSGO K4 11 N 1  40   0 V212
APPIN K4 11 RAFTO K4 11 N 1  40   0 V212
APPLE K6 11 RENUE K6 11 N 1  29   0 V123-V157-V445-V6
APPLE K6 11 TICKL K6 11 N 1  29   0 V123-V157-V445-V6
APRIW K3 11 IRILE K3 11 N 1  60   0 V171
APRIW K3 11 ROLAG K3 11 N 1  60   0 V171
APUFO K5 11 LISLE K5 11 N 1  45   0 V7
APUFO K5 11 PRINC K5 11 N 1  45   0 V7
APUYO PA 11 WONAB PA 11 N 1  30   0 V440
APUYO PA 11 ZUTSU PA 11 N 1  30   0 V440
AQUAS K5 11 CORKI K5 11 N 1  25   0 V313
AQUAT K3 11 CINCI K3 11 N 1  50   0 V148
ARAYI K2 11 DOBYS K2 11 N 1 110   0 V6
ARAYI K2 11 VODOU K2 11 N 1 110   0 V6
ARAYI K2 11 YOBBO K2 11 N 1 106   0 V293
ARAZI K2 11 HEEDS K2 11 N 1  36   0 V458-V66
ARBAS K5 11 LEEDS K5 11 N 1  30   0 V50
ARBAS K5 11 MOTTS K5 11 N 1  30   0 V50
ARBEE K7 11 AWPOJ K7 11 N 1  36   0 V541
ARBEE K7 11 BOAZE K7 11 N 1  40   0 V115
ARBEE K7 11 SNEAR K7 11 N 1  40   0 V115
ARBIH K2 11 YMONT K2 11 N 1 130   0 V134
ARBOR PH 11 OKALA PH 11 N 1  80   0 V16
ARBOR PH 11 PARIS PH 11 N 1  40   0 V15-V2
ARCHH K2 11 EDLES K2 11 N 1 100   0 V8
ARCHH K2 11 ZUKSO K2 11 N 1 100   0 V8
ARCOL K5 11 GAULS K5 11 N 1  25   0 V50
ARCOL K5 11 ZARIR K5 11 N 1  25   0 V50
ARCON PA 11 BIXER PA 11 N 1  30   0 V436
ARCUM K6 11 HAMOR K6 11 N 1  23 175 TK504
ARCUM K6 11 TULLY K6 11 N 1  26 175 TK504
ARDER K7 11 ELKED K7 11 N 1  35   0 V49
ARDER K7 11 LOYYI K7 11 N 1  35   0 V49
  ARD K6  3 AWISA K6 11 N 1  30   0 V210
  ARD K6  3   DQO K6  3 N 2 180 290 J51
  ARD K6  3 HIKES K6 11 N 1  40   0 V276
  ARD K6  3 KOPPS K6 11 N 1  21   0 V445
  ARD K6  3 MERSR K6 11 N 1  30 100 V214-V433
  ARD K6  3   PTW K6  3 N 1  69   0 V143
  ARD K6  3   RBV K6  3 N 1  21   0 V276
  ARD K6  3 SOMTO K6 11 N 1  60   0 V214-V433-V445
  ARD K6  3 TATVE K6 11 N 1  50   0 V147
  ARD K6  3 ZIDET K6 11 N 1  20   0 V479
ARDMO K1 11 SEXPE K1 11 N 1  80   0 V247
ARDUE K3 11 CLAPS K3 11 N 1  55   0 V78
ARDUE K3 11 DAWSO K3 11 N 1  55   0 V78
AREAF K2 11 ESGEE K2 11 N 2 180 450 Q90
AREAF K2 11 JASSE K2 11 N 2 180 450 Q90
AREDA K3 11 SEATS K3 11 N 1  30   0 V120
ARENE K6 11 CARLD K6 11 N 1  26   0 V475
ARENE K6 11 SALEM K6 11 N 1  25   0 T216-V58
ARENE K6 11 THUMB K6 11 N 1  25   0 T216-V58
ARENS  P 11 BORIC  P 11 N 1  55   0 B454
ARENS  P 11 TONYS  P 11 N 1  55   0 B454
ARFEJ K1 11 CHOMP K1 11 N 1 117   0 V26
ARGAL K7 11 MEYER K7 11 N 1  26   0 V615-V66
  ARG K4  3 BSIDE K3 11 N 2 180 450 J137
  ARG K4  3   GQE K4  3 N 1  28   0 V159
  ARG K4  3 HARIB K4 11 N 1  23   0 V305
  ARG K4  3 HENSY K7 11 N 2 180 330 Q26
  ARG K4  3 HILLE K4 11 N 1  40   0 V69
  ARG K4  3 JEBEP K4 11 N 1  40   0 V305
  ARG K4  3   LIT K4  3 N 2 180 450 J137
  ARG K4  3 LUKKY K4 11 N 2 180 450 J46
  ARG K4  3 LUMXU K3 11 N 1  24   0 V140
  ARG K4  3 MEEOW K4 11 N 2 180 450 Q25
  ARG K4  3 UMWIX K4 11 N 1  30   0 V69
  ARG K4  3 VILLO K4 11 N 1  25   0 V140
  ARG K4  3 WLSUN K5 11 N 2 180 450 Q25
  ARG K4  3 ZERTY K3 11 N 1  34   0 V159
  ARG K4  3 ZESAM K4 11 N 2 180 450 J46
ARGUS K2 11 HEEDS K2 11 N 1  36   0 V458-V66
ARICE K6 11 DUNFE K6 11 N 1  40   0 V139
ARICE K6 11 EWOOD K6 11 N 1  40   0 V139
ARIGY K4 11 CARIN K4 11 N 2 180 450 J14
ARIGY K4 11 JOLET K4 11 N 2 180 450 J42
ARIRE K4 11 HAMPT K4 11 N 1  20   0 V69
ARISE PA 11 KONKS PA 11 N 2 180 450 J889R
ARISE PA 11 NOWEL PA 11 N 2 180 450 J889R
ARJEL K3 11 OPNAH K3 11 N 1  40   0 V263
ARKES K7 11 ATONE K7 11 N 1  21   0 V159
ARKES K7 11 LLNCH K7 11 N 2 180 450 J113
ARKES K7 11 NITNY K7 11 N 1  21   0 V159
ARKKK K6 11 KODEY K6 11 N 2 180 450 Q140
ARKKK K6 11 LOXXE K6 11 N 2 180 450 Q812
ARKKK K6 11 RODYY K6 11 N 2 180 450 Q140
ARKKK K6 11 STOMP K6 11 N 2 180 450 Q812
ARLEE K1 11 EMIBE K1 11 N 1 110   0 V231
ARLEE K1 11 SULFY K1 11 N 1  92   0 V231
ARLUV K5 11 DIXEY K5 11 N 1  23   0 V52-V7
ARMIE K6 11 SEROC K6 11 N 1  60   0 V167
ARMMS K6 11 COATE K6 11 N 1  50   0 V252
ARMMS K6 11 HOPAT K6 11 N 1  50   0 V252
ARMOR K4 11 PIPES K4 11 N 1  24   0 V289
ARMUR TJ 11 CRSTL TJ 11 N 1  60   0 G432
ARMUR TJ 11 KBEZA  K 11 N 1   0   0 L337
ARMUR TJ 11 MEEGL TJ 11 N 1   0 600 Y439
ARMUR TJ 11 PANMO  K 11 N 1   0   0 L458
ARMUW K3 11 FITAS K3 11 N 1  36   0 V175
ARMUW K3 11 ULJAB K3 11 N 1  36   0 V175
ARNII K6 11 GOATR K6 11 N 2 180 450 Q816
ARNII K6 11 HANAA K6 11 N 2 180 450 Q816
ARNOL K5 11 GLASS K3 11 N 1  30   0 V335-V9
ARNOL K5 11 IMPER K3 11 N 1  28   0 V335-V9
ARNOY K1 11 ZEMAB K1 11 N 1 100   0 V536
ARNOY K1 11 ZORNS K1 11 N 1 100   0 V536
AROGE K2 11 CELAY K2 11 N 1  90   0 V208
AROWS K1 11 HESGO K1 11 N 1 125   0 V444-V500
AROYO K2 11 HEXEM K2 11 N 1  83   0 V291
AROYO K2 11 LORAT K2 11 N 1  95   0 V291
ARPEE K1 11 DIGGN K1 11 N 1  60   0 V165
ARPEE K1 11 JUVGA K1 11 N 1  60   0 V165-V287
ARPEE K1 11 LOFAL K1 11 N 1  60   0 V287
ARPPE K7 11 HEFIN K7 11 N 1  40   0 V18
ARPPE K7 11 TEMPO K7 11 N 1  40   0 V18
ARRAN K2 11 DAWNA K2 11 N 1 105   0 V21-V8
ARRAN K2 11 GAREY K2 11 N 1 105   0 V21-V8
ARRAN K2 11 MORON K2 11 N 1 135   0 V137
