I
1100 Version - data cycle 1911, build 20250921, metadata AwyXP1100. FMS
CORSU K7 11 FAGAN K7 11 N 2 180 450 J119
CORSU K7 11 KRNEL K7 11 N 2 180 450 J73
CORTA K6 11 VESPE K6 11 N 1  45   0 V29
CORTT  P 11 CUNDU  P 11 N 1  55   0 R465
CORUD K2 11 WHOLE K4 11 N 1  88   0 V280
CORVA PA 11 EGGER PA 11 N 1  20   0 A1
CORVI K7 11 EXJAN K7 11 N 1  60   0 V18
CORVI K7 11 MADDI K7 11 N 1  50   0 V18
CORVI K7 11 PENFI K7 11 N 1  30   0 V267-V5-V51
CORVI K7 11 TRAPI K7 11 N 1  30   0 V267-V5-V51
CORVS K5 11 ZANDR K5 11 N 2 180 450 J110-J80
CORVY K4 11 FLIES K4 11 N 1  70   0 V306
COSBI K4 11 TRIOS K4 11 N 1  31   0 V222
COSDI K4 11 PUKME K4 11 N 1  20   0 V13
COSDI K4 11 ROSEN K4 11 N 1  20   0 V13
COSES K2 11 CRATT K2 11 N 1  90   0 V94
COSES K2 11 MOLLY K2 11 N 1  90   0 V94
COSHA K6 11 GARED K6 11 N 1  80   0 V229
COSHA K6 11 LAFLN K6 11 N 1  18   0 V29
COTAK K7 11 ROOFS K7 11 N 1  20   0 V1
  COT K4  3 KAHAN K4 11 N 1  24   0 V17
  COT K4  3 MILET K4 11 N 1  25   0 V17-V550
COTNY K1 11 ORTIN K1 11 N 1  60   0 V187
COTUB K7 11 NERTE K7 11 N 1  30   0 V136
COTUB K7 11 WILDS K7 11 N 1  30   0 V136
COUGA K1 11 MALAY K1 11 N 1  60   0 V23-V287
COUGA K1 11 ROARK K1 11 N 1  60   0 V23-V287
COUGH K2 11 VOAXA K2 11 N 2 210 450 Q136
  COU K3  3 FRANC K3 11 N 1  26   0 V12
  COU K3  3 HODGS K3 11 N 1  28   0 V44
  COU K3  3 STITH K3 11 N 1  40   0 V12
COUKY  K 11 DONQU  K 11 N 1   0 600 Y185
COUKY  K 11 FOLLE  K 11 N 1   0   0 G504-L450-R763
COUKY  K 11 IORIO  K 11 N 1   0   0 G504-L450-R763
COUKY  K 11 NELSR  K 11 N 1 180 600 Y585
COUKY  K 11 RENAH  K 11 N 1 180 600 Y185-Y585
COUPS K2 11 REJOY K2 11 N 1  20   0 V6
COUTH K4 11 PRARI K4 11 N 1  70   0 V194-V548
COVAN K6 11 LAMED K6 11 N 2 180 450 J563
COVBO K1 11 GASHE K1 11 N 1  92   0 V500
COVBO K1 11 ROAMS K1 11 N 1  92   0 V500
COVEX K4 11 EXITE K4 11 N 1  35   0 V114
COVEX K4 11 KNELT K4 11 N 1  35   0 V566
COVEX K4 11 MARTA K4 11 N 1  50   0 V114-V566
COVEY K6 11 HOBOS K6 11 N 1  60   0 V140
COVEY K6 11 NATTS K6 11 N 1  60   0 V103
COVIN K2 11 HOPUN K2 11 N 1  48   0 V264
COVOB K6 11 SWISS K6 11 N 1  40   0 V170
COVUT K3 11 TRAIG K3 11 N 1  34   0 V216
COWES K5 11 TILMN K5 11 N 2 180 450 J110-J24
COWES K5 11 WLDBL K5 11 N 2 180 350 J71
COYAG K4 11 EPAYI K4 11 N 1  88   0 V81
COYNU K5 11 UNBAR K5 11 N 2 180 450 J584
COYOT K2 11 MAIER K2 11 N 1 100   0 V257
  COY TI  3 GOUDA TI 11 N 1  50   0 R760
  COY TI  3 MODUX TI 11 N 1 140   0 R888
  COY TI  3 OSSEL TI 11 N 1  20   0 RTE2
  COY TI  3 PORQE TI 11 N 1  60   0 A555
  COY TI  3 SNOOZ TI 11 N 1  24   0 G633-RTE4
  COY TI  3 TANZY TI 11 N 1  24   0 G633
  COY TI  3 TUUNA TJ 11 N 1  60   0 A555
COYYA K1 11 QUINT K1 11 N 1  50   0 V336
COZIE  K 11 DONEZ  K 11 N 1 180 600 Y587
COZIE  K 11 RAJAY MY 11 N 1 180 600 Y587
  CPN K1  3 DIVID K1 11 N 1 100   0 V257
  CPN K1  3 GLUES K1 11 N 1  92   0 V257
  CPN K1  3 MARRG K1 11 N 1 105   0 V86
  CPN K1  3 NUNZU K1 11 N 1 130   0 V113
  CPN K1  3 SLIPP K1 11 N 1 110   0 V113
  CPN K1  3 UBIJO K1 11 N 1 130   0 V86
  CQR PA  2 ARTIC PA 11 N 1 100   0 V436
  CQR PA  2 BEETE PA 11 N 1 100   0 V436
  CQR PA  2   CUN PA  2 N 1  70   0 A17
  CQR PA  2   PVQ PA  2 N 1 100   0 A17
  CQR PA  2 TATTA PA 11 N 1 110   0 V447
  CQY K4  3 ACUFF K4 11 N 1  30   0 V18-V94
  CQY K4  3 ALLMO K4 11 N 1  23   0 V194-V571
  CQY K4  3 AWOLF K4 11 N 1  25   0 V18-V54
  CQY K4  3 HEXAS K4 11 N 1  25   0 V569
  CQY K4  3 HOXDE K4 11 N 1  21   0 V477
  CQY K4  3 SWANI K4 11 N 1  25   0 V94
  CQY K4  3 THING K4 11 N 1  25   0 V15-V54
  CQY K4  3 ZONTO K4 11 N 1  35   0 V15
CRAAF K1 11 MCCOY K1 11 N 1  40   0 V287
CRAAF K1 11 TICKY K1 11 N 1  60   0 V287
CRACK PA 11 DAYVU PA 11 N 1  50   0 G8
CRACO K6 11 GROGG K6 11 N 1  17   0 V141
CRALY K6 11 FAMMA K6 11 N 1  30   0 V123-V157
CRALY K6 11 HAARP K6 11 N 1  30   0 V123-V157
CRAMM K7 11 GAGLE K7 11 N 2 180 450 Q32
CRAND K7 11 MADOL K7 11 N 1  60   0 V54
CRANK K6 11 FLOSI K6 11 N 1  40   0 V213-V249
CRANK K6 11 SHAFF K6 11 N 1  40   0 V213-V249
CRANS  K 11 HALSS  K 11 N 1 240 600 AR21
CRANY K1 11 PECKK K1 11 N 1 110   0 V187
CRATS K5 11 KENBE K5 11 N 1  26   0 V446-V52
CRATS K5 11 OFEND K5 11 N 1  45   0 V52
CRATS K5 11 ZOLLI K5 11 N 1  50   0 V429
CRATT K2 11 ZAXOX K2 11 N 1  90   0 V94
CRAWL K7 11 DRYDN K7 11 N 1  21   0 V20-V56
CRAWL K7 11 MARVO K7 11 N 1  21   0 V20-V56
CRAWL K7 11 MILER K7 11 N 1  26   0 V168
CRAYS K4 11 MARCS K4 11 N 1  29   0 V222-V68
CRAZE K5 11 DADYE K5 11 N 1  35   0 V493
CRAZE K5 11 LOPJA K5 11 N 1  35   0 V493
CRAZE K5 11 SPRYS K5 11 N 1  29   0 V9
CREAM K6 11 FLIBB K6 11 N 1  25   0 V16-V374
CREAM K6 11 VIKKY K6 11 N 1  20   0 V16-V451
CREAN  P 11 CUNDU  P 11 N 1  55   0 R465
CREEL K6 11 JOANI K6 11 N 2 180 450 J62
CREEL K6 11 SHLEP K6 11 N 2 180 450 J62
CREEP K5 11 EMPTY K5 11 N 2 180 450 J110-J80
CREEP K5 11 FYLLS K5 11 N 2 180 450 J110-J80
CREEP K5 11 HICKI K5 11 N 2 180 450 J39
CREEP K5 11 KLYNE K5 11 N 2 180 450 Q29
CREEP K5 11 SIDAE K5 11 N 2 180 450 Q29
  CRE K7  3 ASHES K7 11 N 1  50   0 V1
  CRE K7  3 CHAMS K7 11 N 1  31   0 V213-V70
  CRE K7  3 HICKE K7 11 N 1  30   0 V136
  CRE K7  3 KOOKE K7 11 N 1  20   0 V259
  CRE K7  3 PLANN K7 11 N 1  21   0 V1
CRELL K3 11 HUMBO K3 11 N 2 180 450 J71
CRELL K3 11 VISQA K7 11 N 2 250 410 J151
CREMR PA 11 PINTT PA 11 N 1 180 600 G469
CRENS K7 11 YIBYI K7 11 N 1  45   0 V454-V70
CREPO K4 11 EAKES K4 11 N 1  31 150 T254
CRESI K6 11 HOWIE K6 11 N 1  18   0 V1
CRESO K2 11 DICSA K2 11 N 1 100   0 V21-V283-V587
CRESS K7 11 TERES K7 11 N 1  40   0 V521
CREWE K6 11 FOZZY K7 11 N 2 260 450 J51
CREWE K6 11 JAXSN K6 11 N 2 180 450 J14
  CRG K7  3 BRADO K7 11 N 1  30   0 V267
  CRG K7  3 BUNDE K7 11 N 1  21   0 V51
  CRG K7  3 CARVL K7 11 N 1  21   0 V37
  CRG K7  3 CIRSA K7 11 N 1  50   0 V51
  CRG K7  3 DRUDJ K7 11 N 2 180 450 J113
  CRG K7  3 HABLE K7 11 N 1  50   0 V267
  CRG K7  3 LIBBY K7 11 N 1  30   0 V198
  CRG K7  3 LLIPS K7 11 N 1  40   0 V1
  CRG K7  3 LOULO K7 11 N 2 180 450 J55
  CRG K7  3 MATEO K7 11 N 2 180 450 J53
  CRG K7  3 MILIE K7 11 N 2 180 450 J121-J174
  CRG K7  3 NOWAY K7 11 N 2 180 450 J53
  CRG K7  3 OHDEA K7 11 N 1  30   0 V243
  CRG K7  3   OMN K7  3 N 2 180 450 J45
  CRG K7  3 PRKKS K7 11 N 1  21 150 T211
  CRG K7  3 VIYAP K7 11 N 2 180 450 J51-J55
  CRG K7  3 YULEE K7 11 N 2 180 450 J45
CRIED K4 11 DONIE K4 11 N 2 180 450 J33
CRIED K4 11 STELL K4 11 N 2 180 450 J33
CRIED K4 11 TORNN K4 11 N 2 180 450 J50
CRINK K7 11 ZETUR K7 11 N 1  30   0 V535-V94
CRISI PH 11 FIRES PH 11 N 1 130   0 V20
CRISI PH 11 JORDA PH 11 N 1 130   0 V20
CRISP K4 11 MICRO K4 11 N 1  18   0 V20-V70
CRISS K4 11 TROOP K4 11 N 1  31   0 V68
CRITO K2 11 WINEN K2 11 N 2 180 450 Q73
CRLES K2 11 GDGET K2 11 N 2 180 450 Q136
CRLES K2 11 KATTS K2 11 N 2 180 450 Q136
  CRL K5  3 ALPHE K5 11 N 2 180 450 J34
  CRL K5  3 BENJO K5 11 N 2 180 450 J554
  CRL K5  3 COHOW K5 11 N 2 180 450 J554
  CRL K5  3 COYNU K5 11 N 2 180 450 J584
  CRL K5  3 KEEHO K5 11 N 2 180 450 J190-J584
  CRL K5  3 NELLS K5 11 N 2 180 450 J43
  CRL K5  3 WOOST K5 11 N 2 180 450 J34
  CRN PA  2 SCALP PA 11 N 1  60   0 G9
CROAK K6 11 CUMBY  K 11 N 1   0   0 AR9
CROAK K6 11 ZIBUT K6 11 N 1   0   0 AR9
CROCK K3 11 ULMAN K3 11 N 2 180 450 J112
CROIN K2 11 CUBBA K2 11 N 1 110   0 V60
CROIN K2 11 HERET K2 11 N 1 110   0 V60-V62
CROIT K2 11 FLEAT K2 11 N 1  30   0 V150
CROIT K2 11 REBAS K2 11 N 1  30   0 V150
CROIT K2 11 SABLO K2 11 N 1  40   0 V195
CROME K2 11 ITEMM K2 11 N 1 100   0 V94
CROME K2 11 TOTEC K2 11 N 1  80   0 V94
CRONN  P 11 MAEVA  P 11 N 1  55   0 A220
CROUP K5 11 ILILE K5 11 N 1  33   0 V128
CROUP K5 11 MILLK K5 11 N 1  28   0 V119
CROUP K5 11 RULEY K6 11 N 1  32   0 V128
CROWD K7 11 HALLR K7 11 N 1  60   0 V509
CROWD K7 11 ROGAN K7 11 N 1  23   0 V7
CROWE K2 11 MEADS K2 11 N 1  90   0 V562
CROWE K2 11 MILKI K2 11 N 1  90   0 V562
  CRP K4  3 COPAN K4 11 N 1  18   0 V20-V70
  CRP K4  3 DEVOE K4 11 N 2 240 450 J29
  CRP K4  3 EJUXO K4 11 N 1  18   0 V568
  CRP K4  3 HYNES K4 11 N 2 180 450 J22-J29
  CRP K4  3 ICEMN K4 11 N 2 180 450 J25
  CRP K4  3 JETTY K4 11 N 1  21   0 V407-V70
  CRP K4  3   LRD K4  3 N 2 180 450 J22
  CRP K4  3 POGOE K4 11 N 1  18   0 V13-V163-V20
  CRP K4  3 SINTO K4 11 N 1  18   0 V163
  CRP K4  3 WORRY K4 11 N 1  17   0 V13-V407
CRTER K2 11 NORCL K2 11 N 1  60 175 T259
CRTER K2 11 SAPID K2 11 N 1  55 175 T259
CRUMB K6 11 SHEPS K6 11 N 1  30   0 V16-V260
CRUMS K5 11 JEVBI K5 11 N 1  36   0 V217
CRUSR K4 11 DANKS K4 11 N 2 180 450 J52
CRUSR K4 11 MRMAC K4 11 N 2 180 450 J52
CRYPT PA 11 CURVS PA 11 N 1 180 600 G344
CRYPT PA 11 DRAPP PA 11 N 1 180 600 A342
  CSG K7  3 CANER K7 11 N 1  30   0 V155-V20-V454
  CSG K7  3 GARDI K7 11 N 1  30   0 V241
  CSG K7  3 GEMMY K7 11 N 1  25   0 V56
  CSG K7  3 JALVO K7 11 N 1  25   0 V321
  CSG K7  3 MARVO K7 11 N 1  26   0 V20-V56
  CSG K7  3 MILER K7 11 N 1  24   0 V454
  CSG K7  3 PREST K7 11 N 1  50   0 V321
  CSG K7  3 WESUV K7 11 N 1  24   0 V241
  CSI K4  3 BENEY K4 11 N 1  41   0 V68
  CSI K4  3   JCT K4  3 N 1  40   0 V68
  CSI K4  3 KICED K4 11 N 1  40   0 V161
  CSI K4  3 LEJON K4 11 N 1  40   0 V161
  CSI K4  3   SAT K4  3 N 2 180 450 J138
  CSI K4  3 SHUCK K4 11 N 2 180 450 J138
  CSN K6  3 AANTS K6 11 N 1  65   0 V286
  CSN K6  3 BUVBE K6 11 N 1  45   0 V453
  CSN K6  3   EMI K6  3 N 2 180 450 J48
  CSN K6  3 FLUKY K6 11 N 1  30   0 V286
  CSN K6  3 HOODE K6 11 N 1  32   0 V140
  CSN K6  3   LDN K6  3 N 1  50   0 V453
  CSN K6  3 LURAY K6 11 N 1  63   0 V128
  CSN K6  3   MOL K6  3 N 2 180 410 J48
  CSN K6  3 RHODE K6 11 N 2 180 450 J8
CSPER PA 11 HAPIT PA 11 N 1 150   0 T278-V317
CSPER PA 11 RUKIE PA 11 N 1 150   0 V317
  CTB K1  3 BRADZ K1 11 N 1  60   0 V21
  CTB K1  3 HEKIT K1 11 N 1  68   0 V430
  CTB K1  3 HOLOX K1 11 N 1  63   0 V21
  CTB K1  3 WELUR K1 11 N 1  70   0 V365
  CTF K7  3 HUSTN K7 11 N 1  25   0 V259
  CTF K7  3 LOAFS K7 11 N 1  23   0 V155
  CTF K7  3 NOMOE K7 11 N 1  23   0 V155
  CTF K7  3 WARNR K7 11 N 1  20   0 V259
  CTF K7  3 ZOPOC K7 11 N 1  25   0 V103
  CTR K6  3 FAIDS K6 11 N 1  40   0 V270
  CTR K6  3 LEADS K6 11 N 1  37   0 V39
  CTR K6  3 MOLDS K6 11 N 1  40   0 V39-V93
  CTR K6  3 STELA K6 11 N 1  45   0 V270
  CTR K6  3 WHATE K6 11 N 1  40   0 V93
  CTW K5  3 ATWOO K5 11 N 1  30   0 V115
  CTW K5  3 LORES K5 11 N 1  30   0 V115-V59
  CTW K5  3 WISVA K5 11 N 1  30   0 V92
  CTY K7  3 CAPPS K7 11 N 2 260 450 J151
  CTY K7  3 CEDDI K7 11 N 1  30   0 V35
  CTY K7  3 CILLA K7 11 N 1  20   0 V295-V7
  CTY K7  3   GEF K7  3 N 1  20   0 V159-V35
  CTY K7  3   GNV K7  3 N 1  20   0 V579
  CTY K7  3 HADDE K7 11 N 1  20   0 V579
  CTY K7  3 HEVVN K7 11 N 1  50   0 V521
  CTY K7  3 HITTR K7 11 N 2 180 450 J91
  CTY K7  3 JOHNN K7 11 N 2 240 450 J91
  CTY K7  3 ORATE K7 11 N 1  20   0 V521-V7
  CTY K7  3 WILON K7 11 N 1  20   0 V159-V295
CUBBY K7 11 KIMMY K7 11 N 1  50   0 V1
CUBBY K7 11 WANDO K7 11 N 1  50   0 V1
CUBER K7 11 STOAS K7 11 N 1  20   0 V417
CUBIM K5 11 IBATE K5 11 N 2 180 450 Q50
CUBOB K5 11 JINAK K5 11 N 1  60   0 V275
CUBPA PA 11 GESSE PA 11 N 1 100   0 G2
CUCJU K5 11 ZIRKE K5 11 N 1  27   0 V97
CUDDA PA 11 TANIE PA 11 N 2 180 450 J115
CUDET K3 11 YOPBU K3 11 N 1  34   0 V250
CUDRI K3 11 WELOG K3 11 N 1  60   0 V430
CUDRU K5 11 SELOE K5 11 N 1  30   0 V340
CUGCA PA 11 EGAXE PA 11 N 1  80   0 T232-V444
CUGGA K3 11 DEPAY K3 11 N 1  55   0 V108-V4
CUGGA K3 11 LEWOY K2 11 N 2 180 450 Q148
CUGGA K3 11 PENUT K3 11 N 2 180 450 Q148
CUGNI K7 11 FOCEY K7 11 N 1  40   0 V115
CUGOB PA 11 FIPSU PA 11 N 1 110 175 T227
CUGOB PA 11 SIKLV PA 11 N 1  45 175 T227
CUGPA K4 11 OWENN K4 11 N 1  40   0 V77
CUGSO K4 11 PROVO K4 11 N 1  22   0 V289
CUJKE K6 11 CUTOX K6 11 N 2 180 450 J62-J79
CUKIS K1 11 JJACE K1 11 N 1  70 175 T302
CUKTO K3 11 EARPP K3 11 N 1  43   0 V10
CUKTO K3 11 STAFF K3 11 N 1  43   0 V10
CUKUV K1 11 HAKDI K1 11 N 1  72   0 V465
CUKUV K1 11 LAREI K1 11 N 1  72   0 V465
CULAP K7 11 JACKE K7 11 N 1  20   0 V437
CULDU K2 11 OLJEK K2 11 N 1  30   0 V27
CULDU K2 11 WHEEL K2 11 N 1  30   0 V27
CULOG K5 11 LACIY K5 11 N 1   0   0 V177
CULTS K2 11 HRRBR K2 11 N 2 260 450 J212
CULTS K2 11 KOFFA K2 11 N 2 180 450 J104
CULTS K2 11 MESSI K2 11 N 2 180 450 J104
CUMBA K5 11 RAVES K5 11 N 1  30   0 V38
CUMBY  K 11 DELPP  K 11 N 1   0   0 AR9
CUNAN PA 11 NUBDY PA 11 N 1  37   0 B3
CUNDY K2 11 RENTT K2 11 N 2 180 450 J76
CUNEV K7 11 ENAKE K7 11 N 1  25   0 V18
CUNEV K7 11 HABJE K7 11 N 1  25   0 V18
CUNON K3 11 DODSN K3 11 N 1  31   0 V71
  CUN PA  2   EAV PA  2 N 1  55   0 A9
  CUN PA  2   FTO PA  2 N 1  70   0 B26
CUNUR K1 11 WINIM K1 11 N 1 120   0 V120
CUPRI K1 11 GASHE K1 11 N 1  70   0 V25
CUPRI K1 11 HERBS K1 11 N 1  61 175 T261
CUPRI K1 11 JERMM K1 11 N 1  70 175 T302
CUPRI K1 11 SUPOC K1 11 N 1  55 175 T261
CUPRI K1 11 YONKU K1 11 N 1  70   0 V25
CURIB K2 11 DEBRA K2 11 N 1  75   0 V280
CURIB K2 11 FRAIZ K2 11 N 1  75   0 V280
CURIR K3 11 TYNDA K3 11 N 1  40   0 V148-V80
CURIV K2 11 DECAS K2 11 N 2 260 450 J212
CURIV K2 11 HRRBR K2 11 N 2 260 450 J212
CURLY K2 11 TANER K2 11 N 2 180 450 J15
CURSE K3 11 WAXER K3 11 N 1  60   0 V169
CURTI K1 11 MOURN K1 11 N 1  80   0 V23
CURTI K1 11 SAGIN K1 11 N 1  40   0 V23
CURVE K7 11 WORPP K7 11 N 1  50   0 V35
CURVY K6 11 SUDOY K6 11 N 1  20   0 V166
CUSAB K7 11 SHIMM K7 11 N 1  20   0 V159-V295
CUSAL K4 11 GRICE K4 11 N 1  20   0 V552
CUSAL K4 11 HATCH K4 11 N 1  20   0 V552
CUSAS K5 11 JAYME K5 11 N 1  36   0 V63
CUSDA K1 11 DIPHU K1 11 N 2 180 450 Q146
CUSDA K1 11 KOTLE K1 11 N 1  90   0 V365
CUSDA K1 11 WOKEN K1 11 N 1  90   0 V365
CUSDA K1 11 ZERZO K1 11 N 2 180 450 Q146
CUSHO K3 11 NEMAH K3 11 N 1  30   0 V100
  CUS K2  3 DARCE K2 11 N 1  90   0 T306-V16-V66
  CUS K2  3   ELP K4  3 N 1  90 175 T306
  CUS K2  3 HANCH K2 11 N 1  90   0 V16-V198-V66
  CUS K2  3 HUSIT K2 11 N 1  87   0 V198
CUSMO K7 11 DIDDY K7 11 N 1  20   0 V225
CUSMO K7 11 LLNCH K7 11 N 1  60   0 V531
CUSRI K1 11 SWEDD K1 11 N 1 100   0 V2-V365
CUSTO K6 11 LIVES K6 11 N 1  30   0 V133
CUSTO K6 11 UJOYU K5 11 N 1  30   0 V133
CUTAD K2 11 LYNSY K2 11 N 1  76   0 V237
CUTAD K2 11 UNPAS K2 11 N 1  76   0 V237
CUTAN K3 11 FONIX K3 11 N 1  29   0 V502
CUTEL K1 11 DANES K1 11 N 1  80   0 V27
CUTEL K1 11 EYCEH K1 11 N 1  41 175 T257
CUTLE PH 11 OSTAH PH 11 N 1 240   0 V21
CUTOX K6 11 HOFFI K6 11 N 2 180 450 J79
CUTOX K6 11 KYSKY K6 11 N 2 180 450 J62
CUTRO K2 11 SCHLS K2 11 N 2 180 450 Q86
CUTRO K2 11 VALEQ K2 11 N 2 180 450 Q86
CUTTY K5 11 LUGGS K5 11 N 1  40   0 V450
CUTVA K2 11 RAJKO K2 11 N 1 120   0 V6
CUTYA K4 11 HOFFE K4 11 N 1  26   0 V15
  CUU MM  3 ALKEM K4 11 N 1   0   0 V81
CUXEG K7 11 ERPOW K7 11 N 1  25   0 V159
CUXEG K7 11 ZEDTU K7 11 N 1  25   0 V159
CUZWA K6 11 TOPPS K6 11 N 2 180 450 Q947
CUZZZ K4 11 PUFER K4 11 N 2 180 450 J86
  CVA K3  3 BILOX K3 11 N 1  26   0 V294
  CVA K3  3 ENAME K5 11 N 1  25   0 V6
  CVA K3  3 LOTTE K3 11 N 1  29   0 V129
  CVA K3  3 MIHAL K5 11 N 1  27   0 V63
  CVA K3  3   MZV K5  3 N 1  31   0 V63
  CVA K3  3 NOWSO K5 11 N 1  30   0 V129
  CVA K3  3 ZELMI K3 11 N 1  27   0 V6
  CVE K4  3 TANBE K4 11 N 2 180 450 J87
  CVE K4  3   TUL K4  3 N 2 180 450 J87
  CVG K5  3 CALIF K5 11 N 1  26   0 V128
  CVG K5  3 CUCJU K5 11 N 1  27   0 V97
  CVG K5  3   FLM K5  3 N 1  27   0 V517
  CVG K5  3 HEDEN K5 11 N 1  40   0 V19
  CVG K5  3 JADRO K5 11 N 1  28   0 V128
  CVG K5  3 MILAN K5 11 N 1  28   0 V97
  CVG K5  3 MOWED K5 11 N 1  28   0 V47
  CVG K5  3 NEATS K5 11 N 1  30   0 V275
  CVG K5  3 WARSA K5 11 N 1  27   0 V5
  CVG K5  3 WUSPU K5 11 N 1  30   0 V5
  CVI K7  3 DRONE K7 11 N 1  20   0 V1
  CVI K7  3   FKN K6  3 N 1  18   0 V260
  CVI K7  3 KATZN K6 11 N 2 180 290 J193
  CVI K7  3 PEARS K7 11 N 1  30   0 V70
  CVI K7  3 SUNNS K7 11 N 1  20   0 V194
  CVI K7  3   TYI K7  3 N 1  18   0 V194
  CVI K7  3 WEAVR K7 11 N 2 180 450 J193
  CVI K7  3 ZAGGY K7 11 N 1  30   0 V1
CVIKK K7 11 NATHY  K 11 N 1 180 600 Y585
CVIKK K7 11 RENAH  K 11 N 1   0 600 Y185
CVIKK K7 11 VENDS  K 11 N 1   0 600 Y185
  CVO K1  3 ADLOW K1 11 N 1  40   0 V495
  CVO K1  3 ARTTY K1 11 N 1  40 175 T263
  CVO K1  3 CRAAF K1 11 N 1  40   0 V481
  CVO K1  3 ELMAA K1 11 N 2 280 450 J589
  CVO K1  3   EUG K1  3 N 1  35   0 V481
  CVO K1  3 HORTE K1 11 N 1  40   0 V495
  CVO K1  3 NOTTI K1 11 N 1  42 175 T263
  CVO K1  3   RBG K1  3 N 2 180 450 J589
  CVO K1  3 SHEDD K1 11 N 1  30   0 V536
  CVO K1  3 TICKY K1 11 N 1  60   0 V536
  CVV K1  3 DIGGN K1 11 N 1  50   0 V165
  CVV K1  3 ISLND K1 11 N 1  50   0 V165
  CVV K1  3   PAE K1  3 N 1  30   0 V287
  CWK K4  3 AMUSE K4 11 N 1  33   0 V306-V565
  CWK K4  3 BASIS K4 11 N 1  32   0 V76
  CWK K4  3 DARTE K4 11 N 1  36   0 V17
  CWK K4  3 GARDS K4 11 N 1  35   0 V17
  CWK K4  3 HOOKK K4 11 N 1  24   0 V306
  CWK K4  3 KALLA K4 11 N 1  41   0 V558
  CWK K4  3 MOUZE K4 11 N 1  22   0 V558-V574-V76
  CWK K4  3 PINCH K4 11 N 1  33   0 V550
  CWK K4  3   SAT K4  3 N 2 180 450 J21-J25
  CWK K4  3 SCOLL K4 11 N 1  24   0 V565
  CWK K4  3 TOAMY K4 11 N 1  22   0 V583
CWSKQ K5 11 WAGGO K5 11 N 1 150   0 V348
  CXR K5  3 TEESY K6 11 N 2 180 450 J146
  CXR K5  3 WOOST K5 11 N 2 180 450 J146
CYCLE PA 11 HORAG PA 11 N 1  35   0 T232-V444
  CYN K6  3 AJGON K6 11 N 2 180 450 J150
  CYN K6  3 BESSI K6 11 N 2 180 450 J150
  CYN K6  3 CRESI K6 11 N 1  18   0 V1
  CYN K6  3 DITCH K6 11 N 1  21   0 V312
  CYN K6  3 JIMEE K6 11 N 1  20   0 V312
  CYN K6  3 LEBVE K6 11 N 1  19   0 V16
  CYN K6  3 PENSY K6 11 N 2 220 450 J110
  CYN K6  3 VILLS K6 11 N 2 180 450 J209-J37
  CYN K6  3 WHITE K6 11 N 1  25   0 V1-V16
  CYN K6  3 WHITE K6 11 N 2 180 450 J209
CYNTA K7 11 PUPYY K7 11 N 2 300 450 Q103
CYPER K6 11 PETER K6 11 N 1 100   0 V433
CYPER K6 11 SAGES K6 11 N 1  60   0 V489
CYPER K6 11 TRESA K6 11 N 1  61   0 V433
  CYS K1  3 BARGR K2 11 N 1  92   0 V361
  CYS K1  3 BENNE K2 11 N 1  90   0 V81
  CYS K1  3   DDY K1  3 N 2 180 450 J13
  CYS K1  3   FQF K2  3 N 2 180 450 J13-J17
  CYS K1  3 HAMER K1 11 N 1  85   0 V132-V89
  CYS K1  3 HANKI K3 11 N 2 210 450 J148
  CYS K1  3 HOCXU K1 11 N 1  90   0 V547
  CYS K1  3 KROMM K2 11 N 1  85   0 V611
  CYS K1  3   LAR K1  3 N 2 180 450 J175
  CYS K1  3 MILKY K1 11 N 1  92   0 V138
  CYS K1  3 MOCTU K1 11 N 1  80   0 V138
  CYS K1  3 MOIST K1 11 N 1  90   0 V132-V611
  CYS K1  3   MTU K2  3 N 2 210 450 J148
  CYS K1  3 POGTE K1 11 N 1  83   0 V89
  CYS K1  3   RAP K3  3 N 2 180 450 J17
  CYS K1  3 RENRE K1 11 N 1  88   0 V118
  CYS K1  3 VIDEE K1 11 N 1  80   0 V81
CYTKA K3 11 WEVRA K3 11 N 1  28   0 V178
  CYY K7  3 BAGGS  K 11 N 2  60   0 Q102
  CZI K1  3 CHAPY K1 11 N 1 120   0 V324
  CZI K1  3   DBS K1  3 N 2 250 450 J82
  CZI K1  3   DDY K1  3 N 1  76   0 V611
  CZI K1  3   DDY K1  3 N 2 180 450 J170
  CZI K1  3 DEBBI K1 11 N 1  75   0 V324
  CZI K1  3 DORTN K1 11 N 1  93 175 T298
  CZI K1  3   DPR K3  3 N 2 180 450 J32
  CZI K1  3 ONECI K1 11 N 1  70   0 V247
  CZI K1  3   RAP K3  3 N 2 180 450 J82
  CZI K1  3 SHERZ K1 11 N 1  90   0 V611
  CZI K1  3 WAPAP K1 11 N 1  80   0 V247
  CZQ K2  3 COGOL K2 11 N 1  65   0 V165
  CZQ K2  3 SELMA K2 11 N 1  20   0 V165
DAAAV K6 11 HONLU K6 11 N 1  40   0 V226
DAAST K7 11 EXTER  K 11 N 1   0   0 B646-M329
DAAST K7 11 KRTIS  K 11 N 1   0   0 L463
DAAST K7 11 LASEE  K 11 N 1   0   0 B646-M329
DAAST K7 11 NATHY  K 11 N 1 180 600 Y585
DAAST K7 11 WITOB  K 11 N 1 180 600 Y585
DAAYE K2 11 SKWYR K2 11 N 2 180 450 Q90
DAAYE K2 11 YAMHA K2 11 N 2 180 450 Q90
